source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
S0238,Proxysvc,software,uses,T1082,System Information Discovery,technique,"[Proxysvc](https://attack.mitre.org/software/S0238) collects the OS version, country name, MAC address, computer name, physical memory statistics, and volume information for all drives on the system.(Citation: McAfee GhostSecret)"
S0238,Proxysvc,software,uses,T1016,System Network Configuration Discovery,technique,[Proxysvc](https://attack.mitre.org/software/S0238) collects the network adapter information and domain/username information based on current remote sessions.(Citation: McAfee GhostSecret)
S0238,Proxysvc,software,uses,T1124,System Time Discovery,technique,"As part of the data reconnaissance phase, [Proxysvc](https://attack.mitre.org/software/S0238) grabs the system time to send back to the control server.(Citation: McAfee GhostSecret)"
S0238,Proxysvc,software,uses,T1071.001,Web Protocols,technique,[Proxysvc](https://attack.mitre.org/software/S0238) uses HTTP over SSL to communicate commands with the control server.(Citation: McAfee GhostSecret)
S0238,Proxysvc,software,uses,T1059.003,Windows Command Shell,technique,"[Proxysvc](https://attack.mitre.org/software/S0238) executes a binary on the system and logs the results into a temp file by using: <code>cmd.exe /c ""<file_path> > %temp%\PM* .tmp 2>&1""</code>.(Citation: McAfee GhostSecret)"
S0029,PsExec,software,uses,T1136.002,Domain Account,technique,[PsExec](https://attack.mitre.org/software/S0029) has the ability to remotely create accounts on target systems.(Citation: NCC Group Fivehands June 2021)
S0029,PsExec,software,uses,T1570,Lateral Tool Transfer,technique,[PsExec](https://attack.mitre.org/software/S0029) can be used to download or upload a file over a network share.(Citation: PsExec Russinovich)
S0029,PsExec,software,uses,T1021.002,SMB/Windows Admin Shares,technique,"[PsExec](https://attack.mitre.org/software/S0029), a tool that has been used by adversaries, writes programs to the <code>ADMIN$</code> network share to execute commands on remote systems.(Citation: PsExec Russinovich)"
S0029,PsExec,software,uses,T1569.002,Service Execution,technique,Microsoft Sysinternals [PsExec](https://attack.mitre.org/software/S0029) is a popular administration tool that can be used to execute binaries on remote systems using a temporary Windows service.(Citation: Russinovich Sysinternals)
S0029,PsExec,software,uses,T1543.003,Windows Service,technique,[PsExec](https://attack.mitre.org/software/S0029) can leverage Windows services to escalate privileges from administrator to SYSTEM with the <code>-s</code> argument.(Citation: Russinovich Sysinternals)
S0078,Psylo,software,uses,T1041,Exfiltration Over C2 Channel,technique,[Psylo](https://attack.mitre.org/software/S0078) exfiltrates data to its C2 server over the same protocol as C2 communications.(Citation: Scarlet Mimic Jan 2016)
S0078,Psylo,software,uses,T1083,File and Directory Discovery,technique,[Psylo](https://attack.mitre.org/software/S0078) has commands to enumerate all storage devices and to find all files that start with a particular string.(Citation: Scarlet Mimic Jan 2016)
S0078,Psylo,software,uses,T1105,Ingress Tool Transfer,technique,[Psylo](https://attack.mitre.org/software/S0078) has a command to download a file to the system from its C2 server.(Citation: Scarlet Mimic Jan 2016)
S0078,Psylo,software,uses,T1070.006,Timestomp,technique,[Psylo](https://attack.mitre.org/software/S0078) has a command to conduct timestomping by setting a specified file’s timestamps to match those of a system file in the System32 directory.(Citation: Scarlet Mimic Jan 2016)
S0078,Psylo,software,uses,T1071.001,Web Protocols,technique,[Psylo](https://attack.mitre.org/software/S0078) uses HTTPS for C2.(Citation: Scarlet Mimic Jan 2016)
S0147,Pteranodon,software,uses,T1041,Exfiltration Over C2 Channel,technique,[Pteranodon](https://attack.mitre.org/software/S0147) exfiltrates screenshot files to its C2 server.(Citation: Palo Alto Gamaredon Feb 2017)
S0147,Pteranodon,software,uses,T1070.004,File Deletion,technique,[Pteranodon](https://attack.mitre.org/software/S0147) can delete files that may interfere with it executing. It also can delete temporary files and itself after the initial script executes.(Citation: Palo Alto Gamaredon Feb 2017)
S0147,Pteranodon,software,uses,T1083,File and Directory Discovery,technique,[Pteranodon](https://attack.mitre.org/software/S0147) identifies files matching certain file extension and copies them to subdirectories it created.(Citation: Palo Alto Gamaredon Feb 2017)
S0147,Pteranodon,software,uses,T1105,Ingress Tool Transfer,technique,[Pteranodon](https://attack.mitre.org/software/S0147) can download and execute additional files.(Citation: Palo Alto Gamaredon Feb 2017)
S0147,Pteranodon,software,uses,T1074.001,Local Data Staging,technique,[Pteranodon](https://attack.mitre.org/software/S0147) creates various subdirectories under <code>%Temp%\reports\%</code> and copies files to those subdirectories. It also creates a folder at <code>C:\Users\<Username>\AppData\Roaming\Microsoft\store</code> to store screenshot JPEG files.(Citation: Palo Alto Gamaredon Feb 2017)
S0147,Pteranodon,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Pteranodon](https://attack.mitre.org/software/S0147) copies itself to the Startup folder to establish persistence.(Citation: Palo Alto Gamaredon Feb 2017)
S0147,Pteranodon,software,uses,T1218.011,Rundll32,technique,[Pteranodon](https://attack.mitre.org/software/S0147) executes functions using rundll32.exe.(Citation: Palo Alto Gamaredon Feb 2017)
S0147,Pteranodon,software,uses,T1053.005,Scheduled Task,technique,[Pteranodon](https://attack.mitre.org/software/S0147) schedules tasks to invoke its components in order to establish persistence.(Citation: Palo Alto Gamaredon Feb 2017)
S0147,Pteranodon,software,uses,T1113,Screen Capture,technique,[Pteranodon](https://attack.mitre.org/software/S0147) can capture screenshots at a configurable interval.(Citation: Palo Alto Gamaredon Feb 2017)
S0147,Pteranodon,software,uses,T1071.001,Web Protocols,technique,[Pteranodon](https://attack.mitre.org/software/S0147) can use HTTP for C2.(Citation: Palo Alto Gamaredon Feb 2017)
S0147,Pteranodon,software,uses,T1059.003,Windows Command Shell,technique,[Pteranodon](https://attack.mitre.org/software/S0147) can execute commands on the victim.(Citation: Palo Alto Gamaredon Feb 2017)
S0192,Pupy,software,uses,T1560.001,Archive via Utility,technique,[Pupy](https://attack.mitre.org/software/S0192) can compress data with Zip before sending it over C2.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1573.002,Asymmetric Cryptography,technique,"[Pupy](https://attack.mitre.org/software/S0192)'s default encryption for its C2 communication channel is SSL, but it also has transport options for RSA and AES.(Citation: GitHub Pupy)"
S0192,Pupy,software,uses,T1123,Audio Capture,technique,[Pupy](https://attack.mitre.org/software/S0192) can record sound with the microphone.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1548.002,Bypass User Account Control,technique,"[Pupy](https://attack.mitre.org/software/S0192) can bypass Windows UAC through either DLL hijacking, eventvwr, or appPaths.(Citation: GitHub Pupy)"
S0192,Pupy,software,uses,T1003.005,Cached Domain Credentials,technique,[Pupy](https://attack.mitre.org/software/S0192) can use Lazagne for harvesting credentials.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1070.001,Clear Windows Event Logs,technique,[Pupy](https://attack.mitre.org/software/S0192) has a module to clear event logs with PowerShell.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1552.001,Credentials In Files,technique,[Pupy](https://attack.mitre.org/software/S0192) can use Lazagne for harvesting credentials.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1555,Credentials from Password Stores,technique,[Pupy](https://attack.mitre.org/software/S0192) can use Lazagne for harvesting credentials.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1555.003,Credentials from Web Browsers,technique,[Pupy](https://attack.mitre.org/software/S0192) can use Lazagne for harvesting credentials.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1136.002,Domain Account,technique,[Pupy](https://attack.mitre.org/software/S0192) can user PowerView to execute “net user” commands and create domain accounts.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1055.001,Dynamic-link Library Injection,technique,[Pupy](https://attack.mitre.org/software/S0192) can migrate into another process using reflective DLL injection.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1041,Exfiltration Over C2 Channel,technique,"[Pupy](https://attack.mitre.org/software/S0192) can send screenshots files, keylogger data, files, and recorded audio back to the C2 server.(Citation: GitHub Pupy)"
S0192,Pupy,software,uses,T1083,File and Directory Discovery,technique,[Pupy](https://attack.mitre.org/software/S0192) can walk through directories and recursively search for strings in files.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1105,Ingress Tool Transfer,technique,[Pupy](https://attack.mitre.org/software/S0192) can upload and download to/from a victim machine.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1056.001,Keylogging,technique,[Pupy](https://attack.mitre.org/software/S0192) uses a keylogger to capture keystrokes it then sends back to the server after it is stopped.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,technique,[Pupy](https://attack.mitre.org/software/S0192) can sniff plaintext network credentials and use NBNS Spoofing to poison name services.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1003.004,LSA Secrets,technique,[Pupy](https://attack.mitre.org/software/S0192) can use Lazagne for harvesting credentials.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1003.001,LSASS Memory,technique,[Pupy](https://attack.mitre.org/software/S0192) can execute Lazagne as well as [Mimikatz](https://attack.mitre.org/software/S0002) using PowerShell.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1087.001,Local Account,technique,"[Pupy](https://attack.mitre.org/software/S0192) uses PowerView and Pywerview to perform discovery commands such as net user, net group, net local group, etc.(Citation: GitHub Pupy)"
S0192,Pupy,software,uses,T1136.001,Local Account,technique,[Pupy](https://attack.mitre.org/software/S0192) can user PowerView to execute “net user” commands and create local system accounts.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1114.001,Local Email Collection,technique,[Pupy](https://attack.mitre.org/software/S0192) can interact with a victim’s Outlook session and look through folders and emails.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1046,Network Service Scanning,technique,[Pupy](https://attack.mitre.org/software/S0192) has a built-in module for port scanning.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1135,Network Share Discovery,technique,[Pupy](https://attack.mitre.org/software/S0192) can list local and remote shared drives and folders over SMB.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1550.003,Pass the Ticket,technique,[Pupy](https://attack.mitre.org/software/S0192) can also perform pass-the-ticket.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1059.001,PowerShell,technique,[Pupy](https://attack.mitre.org/software/S0192) has a module for loading and executing PowerShell scripts.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1057,Process Discovery,technique,[Pupy](https://attack.mitre.org/software/S0192) can list the running processes and get the process ID and parent process’s ID.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1059.006,Python,technique,"[Pupy](https://attack.mitre.org/software/S0192) can use an add on feature when creating payloads that allows you to create custom Python scripts (“scriptlets”) to perform tasks offline (without requiring a session) such as sandbox detection, adding persistence, etc.(Citation: GitHub Pupy)"
S0192,Pupy,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Pupy](https://attack.mitre.org/software/S0192) adds itself to the startup folder or adds itself to the Registry key <code>SOFTWARE\\Microsoft\\Windows\\CurrentVersion\\Run</code> for persistence.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1021.001,Remote Desktop Protocol,technique,[Pupy](https://attack.mitre.org/software/S0192) can enable/disable RDP connection and can start a remote desktop session using a browser web socket client.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1113,Screen Capture,technique,[Pupy](https://attack.mitre.org/software/S0192) can drop a mouse-logger that will take small screenshots around at each click and then send back to the server.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1569.002,Service Execution,technique,[Pupy](https://attack.mitre.org/software/S0192) uses [PsExec](https://attack.mitre.org/software/S0029) to execute a payload or commands on a remote host.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1497.001,System Checks,technique,[Pupy](https://attack.mitre.org/software/S0192) has a module that checks a number of indicators on the system to determine if its running on a virtual machine.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1082,System Information Discovery,technique,"[Pupy](https://attack.mitre.org/software/S0192) can grab a system’s information including the OS version, architecture, etc.(Citation: GitHub Pupy)"
S0192,Pupy,software,uses,T1016,System Network Configuration Discovery,technique,[Pupy](https://attack.mitre.org/software/S0192) has built in commands to identify a host’s IP address and find out other network configuration settings by viewing connected sessions.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1049,System Network Connections Discovery,technique,"[Pupy](https://attack.mitre.org/software/S0192) has a built-in utility command for <code>netstat</code>, can do net session through PowerView, and has an interactive shell which can be used to discover additional information.(Citation: GitHub Pupy)"
S0192,Pupy,software,uses,T1033,System Owner/User Discovery,technique,[Pupy](https://attack.mitre.org/software/S0192) can enumerate local information for Linux hosts and find currently logged on users for Windows hosts.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1543.002,Systemd Service,technique,[Pupy](https://attack.mitre.org/software/S0192) can be used to establish persistence using a systemd service.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1134.001,Token Impersonation/Theft,technique,[Pupy](https://attack.mitre.org/software/S0192) can obtain a list of SIDs and provide the option for selecting process tokens to impersonate.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1125,Video Capture,technique,[Pupy](https://attack.mitre.org/software/S0192) can access a connected webcam and capture pictures.(Citation: GitHub Pupy)
S0192,Pupy,software,uses,T1071.001,Web Protocols,technique,[Pupy](https://attack.mitre.org/software/S0192) can communicate over HTTP for C2.(Citation: GitHub Pupy)
S0583,Pysa,software,uses,T1110,Brute Force,technique,"[Pysa](https://attack.mitre.org/software/S0583) has used brute force attempts against a central management console, as well as some Active Directory accounts.(Citation: CERT-FR PYSA April 2020)"
S0583,Pysa,software,uses,T1552.001,Credentials In Files,technique,[Pysa](https://attack.mitre.org/software/S0583) has extracted credentials from the password database before encrypting the files.(Citation: CERT-FR PYSA April 2020) 
S0583,Pysa,software,uses,T1486,Data Encrypted for Impact,technique,[Pysa](https://attack.mitre.org/software/S0583) has used RSA and AES-CBC encryption algorithm to encrypt a list of targeted file extensions.(Citation: CERT-FR PYSA April 2020) 
S0583,Pysa,software,uses,T1562.001,Disable or Modify Tools,technique,[Pysa](https://attack.mitre.org/software/S0583) has the capability to stop antivirus services and disable Windows Defender.(Citation: CERT-FR PYSA April 2020) 
S0583,Pysa,software,uses,T1070.004,File Deletion,technique,[Pysa](https://attack.mitre.org/software/S0583) has deleted batch files after execution. (Citation: CERT-FR PYSA April 2020) 
S0583,Pysa,software,uses,T1490,Inhibit System Recovery,technique,[Pysa](https://attack.mitre.org/software/S0583) has the functionality to delete shadow copies.(Citation: CERT-FR PYSA April 2020) 
S0583,Pysa,software,uses,T1003.001,LSASS Memory,technique,[Pysa](https://attack.mitre.org/software/S0583) can perform OS credential dumping using [Mimikatz](https://attack.mitre.org/software/S0002).(Citation: CERT-FR PYSA April 2020)
S0583,Pysa,software,uses,T1036.005,Match Legitimate Name or Location,technique,[Pysa](https://attack.mitre.org/software/S0583) has executed a malicious executable by naming it svchost.exe.(Citation: CERT-FR PYSA April 2020)
S0583,Pysa,software,uses,T1112,Modify Registry,technique,[Pysa](https://attack.mitre.org/software/S0583) has modified the registry key “SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System” and added the ransom note.(Citation: CERT-FR PYSA April 2020) 
S0583,Pysa,software,uses,T1046,Network Service Scanning,technique,[Pysa](https://attack.mitre.org/software/S0583) can perform network reconnaissance using the Advanced Port Scanner tool.(Citation: CERT-FR PYSA April 2020)
S0583,Pysa,software,uses,T1059.001,PowerShell,technique,[Pysa](https://attack.mitre.org/software/S0583) has used Powershell scripts to deploy its ransomware.(Citation: CERT-FR PYSA April 2020) 
S0583,Pysa,software,uses,T1059.006,Python,technique,[Pysa](https://attack.mitre.org/software/S0583) has used Python scripts to deploy ransomware.(Citation: CERT-FR PYSA April 2020)
S0583,Pysa,software,uses,T1021.001,Remote Desktop Protocol,technique,[Pysa](https://attack.mitre.org/software/S0583) has laterally moved using RDP connections.(Citation: CERT-FR PYSA April 2020) 
S0583,Pysa,software,uses,T1569.002,Service Execution,technique,[Pysa](https://attack.mitre.org/software/S0583) has used [PsExec](https://attack.mitre.org/software/S0029) to copy and execute the ransomware.(Citation: CERT-FR PYSA April 2020)
S0583,Pysa,software,uses,T1489,Service Stop,technique,[Pysa](https://attack.mitre.org/software/S0583) can stop services and processes.(Citation: CERT-FR PYSA April 2020) 
S0583,Pysa,software,uses,T1016,System Network Configuration Discovery,technique,[Pysa](https://attack.mitre.org/software/S0583) can perform network reconnaissance using the Advanced IP Scanner tool.(Citation: CERT-FR PYSA April 2020)
S0269,QUADAGENT,software,uses,T1071.004,DNS,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) uses DNS for C2 communications.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) uses AES and a preshared key to decrypt the custom Base64 routine used to encode strings and scripts.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1008,Fallback Channels,technique,"[QUADAGENT](https://attack.mitre.org/software/S0269) uses multiple protocols (HTTPS, HTTP, DNS) for its C2 server as fallback channels if communication with one is unsuccessful.(Citation: Unit 42 QUADAGENT July 2018)"
S0269,QUADAGENT,software,uses,T1070.004,File Deletion,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) has a command to delete its Registry key and scheduled task.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1036.005,Match Legitimate Name or Location,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) used the PowerShell filenames <code>Office365DCOMCheck.ps1</code> and <code>SystemDiskClean.ps1</code>.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1112,Modify Registry,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) modifies an HKCU Registry key to store a session identifier unique to the compromised system as well as a pre-shared key used for encrypting and decrypting C2 communications.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1027,Obfuscated Files or Information,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) was likely obfuscated using Invoke-Obfuscation.(Citation: Unit 42 QUADAGENT July 2018)(Citation: GitHub Invoke-Obfuscation)
S0269,QUADAGENT,software,uses,T1059.001,PowerShell,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) uses PowerShell scripts for execution.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1012,Query Registry,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) checks if a value exists within a Registry key in the HKCU hive whose name is the same as the scheduled task it has created.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1053.005,Scheduled Task,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) creates a scheduled task to maintain persistence on the victim’s machine.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1132.001,Standard Encoding,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) encodes C2 communications with base64.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1016,System Network Configuration Discovery,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) gathers the current domain the victim system belongs to.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1033,System Owner/User Discovery,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) gathers the victim username.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1059.005,Visual Basic,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) uses VBScripts.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1071.001,Web Protocols,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) uses HTTPS and HTTP for C2 communications.(Citation: Unit 42 QUADAGENT July 2018)
S0269,QUADAGENT,software,uses,T1059.003,Windows Command Shell,technique,[QUADAGENT](https://attack.mitre.org/software/S0269) uses cmd.exe to execute scripts and commands on the victim’s machine.(Citation: Unit 42 QUADAGENT July 2018)
S0650,QakBot,software,uses,T1010,Application Window Discovery,technique,"[QakBot](https://attack.mitre.org/software/S0650) has the ability to enumerate windows on a compromised host.(Citation: ATT QakBot April 2021)
"
S0650,QakBot,software,uses,T1027.001,Binary Padding,technique,[QakBot](https://attack.mitre.org/software/S0650) can use large file sizes to evade detection.(Citation: Trend Micro Qakbot May 2020)(Citation: Group IB Ransomware September 2020)
S0650,QakBot,software,uses,T1185,Browser Session Hijacking,technique,[QakBot](https://attack.mitre.org/software/S0650) can use advanced web injects to steal web banking credentials.(Citation: Cyberint Qakbot May 2021)(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1110,Brute Force,technique,[QakBot](https://attack.mitre.org/software/S0650) can conduct brute force attacks to capture credentials.(Citation: Kroll Qakbot June 2020)(Citation: Crowdstrike Qakbot October 2020)(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1553.002,Code Signing,technique,"[QakBot](https://attack.mitre.org/software/S0650) can use signed loaders to evade detection.(Citation: ATT QakBot April 2021)
"
S0650,QakBot,software,uses,T1555.003,Credentials from Web Browsers,technique,[QakBot](https://attack.mitre.org/software/S0650) has collected usernames and passwords from Firefox and Chrome.(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1005,Data from Local System,technique,"[QakBot](https://attack.mitre.org/software/S0650) can use a variety of commands, including esentutl.exe to steal sensitive data from Internet Explorer and Microsoft Edge, to acquire information that is subsequently exfiltrated.(Citation: Red Canary Qbot)(Citation: Kaspersky QakBot September 2021)"
S0650,QakBot,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[QakBot](https://attack.mitre.org/software/S0650) can deobfuscate and re-assemble code strings for execution.(Citation: Cyberint Qakbot May 2021)(Citation: ATT QakBot April 2021)(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1562.001,Disable or Modify Tools,technique,[QakBot](https://attack.mitre.org/software/S0650) has the ability to modify the Registry to add its binaries to the Windows Defender exclusion list.(Citation: Group IB Ransomware September 2020)
S0650,QakBot,software,uses,T1568.002,Domain Generation Algorithms,technique,[QakBot](https://attack.mitre.org/software/S0650) can use domain generation algorithms in C2 communication.(Citation: Trend Micro Qakbot May 2020)
S0650,QakBot,software,uses,T1482,Domain Trust Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) can run <code>nltest /domain_trusts /all_trusts</code> for domain trust discovery.(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1041,Exfiltration Over C2 Channel,technique,"[QakBot](https://attack.mitre.org/software/S0650) can send stolen information to C2 nodes including passwords, accounts, and emails.(Citation: Kaspersky QakBot September 2021)"
S0650,QakBot,software,uses,T1210,Exploitation of Remote Services,technique,[QakBot](https://attack.mitre.org/software/S0650) can move laterally using worm-like functionality through exploitation of SMB.(Citation: Crowdstrike Qakbot October 2020)
S0650,QakBot,software,uses,T1090.002,External Proxy,technique,[QakBot](https://attack.mitre.org/software/S0650) has a module that can proxy C2 communications.(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1070.004,File Deletion,technique,[QakBot](https://attack.mitre.org/software/S0650) can delete folders and files including overwriting its executable with legitimate programs.(Citation: Kroll Qakbot June 2020)(Citation: Crowdstrike Qakbot October 2020)(Citation: ATT QakBot April 2021)(Citation: Group IB Ransomware September 2020)
S0650,QakBot,software,uses,T1083,File and Directory Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) can identify whether it has been run previously on a host by checking for a specified folder.(Citation: ATT QakBot April 2021)
S0650,QakBot,software,uses,T1027.005,Indicator Removal from Tools,technique,[QakBot](https://attack.mitre.org/software/S0650) can make small changes to itself in order to change its checksum and hash value.(Citation: Crowdstrike Qakbot October 2020)(Citation: Cyberint Qakbot May 2021)
S0650,QakBot,software,uses,T1105,Ingress Tool Transfer,technique,[QakBot](https://attack.mitre.org/software/S0650) has the ability to download additional components and malware.(Citation: Trend Micro Qakbot May 2020)(Citation: Crowdstrike Qakbot October 2020)(Citation: Trend Micro Qakbot December 2020)(Citation: Cyberint Qakbot May 2021)(Citation: Kaspersky QakBot September 2021)(Citation: Group IB Ransomware September 2020)
S0650,QakBot,software,uses,T1016.001,Internet Connection Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) can measure the download speed on a targeted host.(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1059.007,JavaScript,technique,The [QakBot](https://attack.mitre.org/software/S0650) web inject module can inject Java Script into web banking pages visited by the victim.(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1056.001,Keylogging,technique,[QakBot](https://attack.mitre.org/software/S0650) can capture keystrokes on a compromised host.(Citation: Kroll Qakbot June 2020)(Citation: Trend Micro Qakbot December 2020)(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1074.001,Local Data Staging,technique,[QakBot](https://attack.mitre.org/software/S0650) has stored stolen emails and other data into new folders prior to exfiltration.(Citation: Kroll Qakbot June 2020)
S0650,QakBot,software,uses,T1114.001,Local Email Collection,technique,"[QakBot](https://attack.mitre.org/software/S0650) can target and steal locally stored emails to support thread hijacking phishing campaigns.(Citation: Kroll Qakbot June 2020)
(Citation: Kroll Qakbot June 2020)(Citation: Trend Micro Qakbot December 2020)(Citation: Kaspersky QakBot September 2021)"
S0650,QakBot,software,uses,T1069.001,Local Groups,technique,[QakBot](https://attack.mitre.org/software/S0650) can use <code>net localgroup</code> to enable discovery of local groups.(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1204.002,Malicious File,technique,[QakBot](https://attack.mitre.org/software/S0650) has gained execution through users opening malicious attachments.(Citation: Trend Micro Qakbot May 2020)(Citation: Kroll Qakbot June 2020)(Citation: Crowdstrike Qakbot October 2020)(Citation: Trend Micro Qakbot December 2020)(Citation: Cyberint Qakbot May 2021)(Citation: ATT QakBot April 2021)(Citation: Kaspersky QakBot September 2021)(Citation: Group IB Ransomware September 2020)
S0650,QakBot,software,uses,T1204.001,Malicious Link,technique,"[QakBot](https://attack.mitre.org/software/S0650) has gained execution through users opening malicious links.(Citation: Trend Micro Qakbot May 2020)(Citation: Kroll Qakbot June 2020)(Citation: Trend Micro Qakbot December 2020)(Citation: ATT QakBot April 2021)(Citation: Kaspersky QakBot September 2021)(Citation: Group IB Ransomware September 2020)
"
S0650,QakBot,software,uses,T1036,Masquerading,technique,The [QakBot](https://attack.mitre.org/software/S0650) payload has been disguised as a PNG file.(Citation: Group IB Ransomware September 2020) 
S0650,QakBot,software,uses,T1112,Modify Registry,technique,[QakBot](https://attack.mitre.org/software/S0650) can store its configuration information in a randomly named subkey under <code>HKCU\Software\Microsoft</code>.(Citation: Red Canary Qbot)(Citation: Group IB Ransomware September 2020)
S0650,QakBot,software,uses,T1218.007,Msiexec,technique,[QakBot](https://attack.mitre.org/software/S0650) can use MSIExec to spawn multiple cmd.exe processes.(Citation: Crowdstrike Qakbot October 2020)
S0650,QakBot,software,uses,T1106,Native API,technique,[QakBot](https://attack.mitre.org/software/S0650) can use <code>GetProcAddress</code> to help delete malicious strings from memory.(Citation: ATT QakBot April 2021)
S0650,QakBot,software,uses,T1135,Network Share Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) can use <code>net share</code> to identify network shares for use in lateral movement.(Citation: Trend Micro Qakbot May 2020)(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1095,Non-Application Layer Protocol,technique,[QakBot](https://attack.mitre.org/software/S0650) has the ability use TCP to send or receive C2 packets.(Citation: Kaspersky QakBot September 2021)
S0650,QakBot,software,uses,T1027,Obfuscated Files or Information,technique,[QakBot](https://attack.mitre.org/software/S0650) can use obfuscated and encoded scripts; it has also hidden code within Excel spreadsheets by turning the font color to white and splitting it across multiple cells.(Citation: Cyberint Qakbot May 2021)
S0650,QakBot,software,uses,T1120,Peripheral Device Discovery,technique,[QakBot](https://attack.mitre.org/software/S0650) can identify peripheral devices on targeted systems.(Citation: Trend Micro Qakbot May 2020)
